		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100010000    3    1    1    3    2    3    1    3  3.219342 0.919848 SUCCESS  75
100100000    4    1    4    2    2    2    0    0  8.177571 0.416320 SUCCESS  76
100101000    0    3    1    4    4    3    2    4  6.860231 0.551785 SUCCESS  77
100110000    2    4    0    4    2    1    4    3  6.797343 0.558648 SUCCESS  78
100111000    2    3    3    2    1    0    2    2  3.940900 0.862416 SUCCESS  79
101000000    2    5    4    0    4    2    3    6 13.106011 0.108254 SUCCESS  80
101000100    1    2    1    4    3    5    3    2  6.012897 0.645787 SUCCESS  81
101001000    3    1    1    1    1    2    2    2  3.815124 0.873406 SUCCESS  82
101001100    4    3    4    2    1    2    1    4  5.165563 0.739743 SUCCESS  83
101010000    3    2    5    2    4    4    3    1  6.201561 0.624665 SUCCESS  84
101010100    1    2    3    4    5    3    4    5  8.932228 0.348045 SUCCESS  85
101011000    4    4    4    4    1    4    1    3  7.111783 0.524622 SUCCESS  86
101011100    1    1    5    1    4    2    2    2  6.671567 0.572447 SUCCESS  87
101100000    4    2    0    5    5    3    1    0 12.728682 0.121532 SUCCESS  88
101100100    5    4    4    3    0    2    1    1  9.339345 0.314483 SUCCESS  89
101101000    1    0    1    2    5    3    5    4 11.096902 0.196269 SUCCESS  90
101101100    3    0    2    3    2    1    1    4  5.698457 0.680967 SUCCESS  91
101110000    2    4    3    2    2    3    3    1  2.560672 0.958842 SUCCESS  92
101110100    2    4    2    3    2    1    2    1  3.219342 0.919848 SUCCESS  93
101111000    2    1    1    2    4    2    1    1  4.725346 0.786488 SUCCESS  94
101111100    1    1    3    3    1    4    5    3  6.860231 0.551785 SUCCESS  95
110000000    4    1    1    4    1    5    1    2  8.429123 0.392713 SUCCESS  96
110000010    3    3    0    4    7    2    4    4 14.863567 0.061853 SUCCESS  97
110000100    3    5    3    5    0    2    2    6 13.953345 0.082990 SUCCESS  98
110001000    0    2    1    1    1    1    1    0  9.369135 0.312119 SUCCESS  99
110001010    2    1    3    3    1    0    1    2  5.509792 0.701955 SUCCESS 100
110010000    5    2    3    3    2    0    0    1  9.087793 0.334944 SUCCESS 101
110010010    4    5    4    3    3    4    3    5  9.183780 0.327031 SUCCESS 102
110010100    1    4    1    2    4    3    5    3  6.986007 0.538143 SUCCESS 103
110011000    0    1    2    2    4    1    3    3  5.698457 0.680967 SUCCESS 104
110011010    3    1    1    4    4    5    1    0 10.123792 0.256445 SUCCESS 105
110100000    0    4    5    0    3    3    3    6 14.674903 0.065784 SUCCESS 106
110100010    4    2    1    5    3    4    2    4  7.111783 0.524622 SUCCESS 107
110100100    1    1    2    2    1    0    2    4  6.357126 0.607295 SUCCESS 108
110101000    3    0    3    2    3    3    5    1  6.797343 0.558648 SUCCESS 109
110101010    2    2    1    2    2    3    5    5  6.923119 0.544950 SUCCESS 110
110101100    6    4    1    2    2    7    2    2 16.495347 0.035815 SUCCESS 111
110110000    4    0    1    6    5    4    2    2 13.827568 0.086372 SUCCESS 112
110110010    3    2    4    1    2    1    1    1  4.788234 0.779952 SUCCESS 113
110110100    4    0    1    1    4    3    5    1 10.123792 0.256445 SUCCESS 114
110111000    1    2    3    4    2    2    3    1  3.282230 0.915418 SUCCESS 115
110111010    3    3    3    3    2    2    5    0  6.012897 0.645787 SUCCESS 116
110111100    3    2    1    0    4    1    0    1  8.836241 0.356298 SUCCESS 117
111000000    2    2    2    2    2    4    1    2  2.372008 0.967432 SUCCESS 118
111000010    3    7    3    3    2    0    1    1 13.576016 0.093508 SUCCESS 119
111000100    2    1    3    1    3    1    2    0  5.509792 0.701955 SUCCESS 120
111000110    1    3    1    2    3    1    0    2  5.509792 0.701955 SUCCESS 121
111001000    4    2    0    3    2    3    0    1  7.330237 0.501457 SUCCESS 122
111001010    1    4    2    5    4    1    4    2  7.833341 0.449917 SUCCESS 123
111001100    1    1    2    2    1    2    3    2  3.030678 0.932418 SUCCESS 124
111010000    2    6    5    2    3    2    2    6 14.079121 0.079726 SUCCESS 125
111010010    1    4    3    4    1    1    1    2  5.761345 0.673945 SUCCESS 126
111010100    1    1    2    2    0    3    3    2  4.725346 0.786488 SUCCESS 127
111010110    4    2    4    1    1    5    3    1  7.707565 0.462545 SUCCESS 128
111011000    2    1    2    4    3    3    3    2  2.560672 0.958842 SUCCESS 129
111011010    0    3    3    1    1    3    4    2  5.761345 0.673945 SUCCESS 130
111011100    1    0    0    6    2    4    2    2 12.540018 0.128687 SUCCESS 131
111100000    3    3    3    4    5    5    3    3  7.363336 0.497986 SUCCESS 132
111100010    3    2    2    2    1    2    3    1  2.309120 0.970039 SUCCESS 133
111100100    3    2    2    3    3    3    3    2  0.928892 0.998659 SUCCESS 134
111100110    4    1    4    2    1    1    5    1  8.429123 0.392713 SUCCESS 135
111101000    3    6    3    2    2    6    3    4 12.447341 0.132333 SUCCESS 136
111101010    0    2    1    2    1    3    1    3  5.509792 0.701955 SUCCESS 137
111101100    2    0    3    2    3    2    2    2  3.156454 0.924159 SUCCESS 138
111101110    2    2    3    2    2    4    4    1  3.408006 0.906211 SUCCESS 139
111110000    3    3    3    2    2    3    1    2  1.650450 0.989919 SUCCESS 140
111110010    3    1    1    2    1    6    4    4 10.312456 0.243777 SUCCESS 141
111110100    0    4    5    4    2    2    2    2  7.707565 0.462545 SUCCESS 142
111110110    3    1    3    3    3    2    3    2  1.713338 0.988575 SUCCESS 143
111111000    6    3    3    2    1    1    3    2  7.707565 0.462545 SUCCESS 144
111111010    0    3    5    2    0    2    1    2  9.024905 0.340199 SUCCESS 145
111111100    6    2    1    3    2    2    2    2  6.797343 0.558648 SUCCESS 146
111111110    5    4    1    2    3    2    2    2  5.165563 0.739743 SUCCESS 147

